Politopo Reduzido 5 qubits lido de arquivo.
Previsão 6 qubits: 0.1787243222081384  s
Previsão 6 qubits: 0.17446821905010915  s
Previsão 6 qubits: 0.1702096278850849  s
Previsão 6 qubits: 0.16595859911249972  s
Previsão 6 qubits: 0.16170362297815222  s
Previsão 6 qubits: 0.15745372282688155  s
Previsão 6 qubits: 0.15320114655928177  s
Previsão 6 qubits: 0.148949015815303  s
Previsão 6 qubits: 0.1446956261656338  s
Previsão 6 qubits: 0.14044025774752156  s
Previsão 6 qubits: 0.13618546101584364  s
Previsão 6 qubits: 0.13192958016377843  s
Previsão 6 qubits: 0.12767508294847277  s
Previsão 6 qubits: 0.1234199543280795  s
Previsão 6 qubits: 0.1191650909536025  s
Previsão 6 qubits: 0.11490854588183728  s
Previsão 6 qubits: 0.11065386333604799  s
Previsão 6 qubits: 0.10639817064458673  s
Previsão 6 qubits: 0.10213959735372792  s
Previsão 6 qubits: 0.09788385625350346  s
Previsão 6 qubits: 0.09362708921912763  s
Previsão 6 qubits: 0.08937188630462975  s
Previsão 6 qubits: 0.08511640344347272  s
Previsão 6 qubits: 0.08086125706438492  s
Previsão 6 qubits: 0.07661286820756628  s
Previsão 6 qubits: 0.07235802862753717  s
Previsão 6 qubits: 0.06810252767213633  s
Previsão 6 qubits: 0.06384638736122533  s
Previsão 6 qubits: 0.059590279639184056  s
Previsão 6 qubits: 0.05533369243768034  s
Previsão 6 qubits: 0.05107734600702921  s
Previsão 6 qubits: 0.04682102005374473  s
Previsão 6 qubits: 0.04256491825498383  s
Previsão 6 qubits: 0.03830887607692443  s
Previsão 6 qubits: 0.03405280309180691  s
Previsão 6 qubits: 0.029796644282422374  s
Previsão 6 qubits: 0.0255397874481824  s
Previsão 6 qubits: 0.021282915341652046  s
Previsão 6 qubits: 0.01702622142997948  s
Previsão 6 qubits: 0.012769557008839617  s
Previsão 6 qubits: 0.008512930582033708  s
Previsão 6 qubits: 0.004256506029977448  s
Previsão 6 qubits: 0.0  s
Previsão 9 qubits: 11.432748794555664  s
Previsão 9 qubits: 17.27667260169983  s
Previsão 9 qubits: 18.591296195983887  s
Previsão 9 qubits: 19.68996572494507  s
Previsão 9 qubits: 20.270756244659424  s
Previsão 9 qubits: 20.571054935455322  s
